City/Town,# Total households,% Households w/ cohabiting couples,% Households w/ 1+ people aged >=65,AVG Household size,AVG Family size,# Total population >=25,% Educated <9th grade,% Educated 9th-12th w/o diploma,% Educated w/ highschool diploma or equivalent,% Educated w/ some college,% Educated w/ associate's degree,% Educated w/ bachelor's degree,% Educated w/ grad/professional degree,% Educated w/ diploma or higher,% Educated w/ bachelors or higher,# Total civilian population,% Population w/ disablilty,% Population <18 w/ disability,% Population 18-64 w/ disability,% Population >65 w/ disability,# Population foreign-born,% Foreign-born not citizen,% Foreign-born entered >=2010,% Foreign-born entered <2010,# Total population >=5,% Population speaks english poorly,% Households w/ a computer,% Households w/ internet,# Total civilian labor force,% Workers worked from home,% Workers unpaid familly,% Population no health insurance,% Population in poverty,# Total occupied housing units,% Households no vehicle,% Households incomplete plumbing,% Households incomplete kitchen,% Households no telephone,% Households w/ 1.51 or more occupants/room,% Population <18,% Population >=18,% Population >=21,% Population >=65,% Population white,County subdivision,% Population minority,Latitude,Longitude,County,# Total population,# Total cases,# Total cases last 2 weeks,Avg # of cases last 2 weeks (per 100k),# Total tests,# Total tests last 2 weeks,# Total positive tests,% Positive tests last 2 weeks,% Infection rate,% Positive tests,% Infection rate last 2 weeks,% Testing rate last 2 weeks,% Testing rate,# Total positive tests last 2 weeks,% Population one or more doses,% Population fully vaccinated,% Vaccinated 65+ fully vaccinated,% Vaccinated 65+ one or more doses,% Vaccinated <65 fully vaccinated,% Vaccinated <65 one or more doses,% Vaccinated minority fully vaccinated,% Vaccinated minority one or more doses,% Vaccinated white fully vaccinated,% Vaccinated white one or more doses
Deerfield,1960,7.7,37.1,2.44,2.86,3648,0.8,3.8,15.6,19.0,11.3,25.2,24.2,95.3,49.4,5017,12.5,1.7,11.7,24.8,217,60.8,40.1,59.9,4872,1.3,89.8,82.0,2705,7.2,0.0,1.4,7.5,1960,6.7,0.0,0.0,0.8,0.0,19.2,80.8,77.3,20.8,92.7,16670,7.299999999999997,42.5445588,-72.6056435,Franklin,5307,185,4,1.3457068444000557,39319,879.0,1.0,0.0011376564277588168,3.4859619370642547,2.543299677000941e-05,0.07537214999057848,16.56302996042962,740.8893913698888,1.0,71.74363807728558,52.497643732327994,89.83193277310924,100.0,41.70109356014581,62.55164034021872,23.931623931623932,55.84045584045584,49.001222992254384,64.92050550346514
Dennis,6862,5.8,52.5,2.02,2.57,11401,0.4,3.6,26.0,19.3,9.3,24.3,17.0,96.0,41.3,13840,19.1,4.8,13.6,31.4,859,44.5,37.8,62.2,13368,2.2,90.9,84.6,6684,6.1,0.0,3.5,9.0,6862,5.5,0.0,0.0,2.2,0.2,12.3,87.7,85.7,37.4,92.4,16775,7.599999999999994,41.7353062,-70.1939429,Barnstable,13087,810,18,9.823827291462637,20671,813.0,27.0,0.033210332103321034,6.189348208145487,0.0013061777369261284,0.13754107129212195,6.212271720027508,157.95063803774738,27.0,70.20024457352491,54.417609293793944,80.78257517347726,90.42020046260602,37.09473150962513,56.91489361702128,28.24909747292419,44.494584837545126,52.95157894736842,66.34105263157895
Dighton,2835,7.9,25.5,2.7,3.01,5482,2.7,2.6,33.7,20.0,11.4,14.2,15.5,94.7,29.6,7683,9.3,1.1,7.6,29.3,433,0.0,0.0,100.0,7413,2.3,89.9,85.8,4591,6.2,0.0,3.2,2.3,2835,0.7,0.0,0.0,0.5,0.8,19.5,80.5,75.0,13.9,92.2,16950,7.799999999999997,41.843859,-71.1567344,Bristol,7927,727,22,19.823095617682963,13393,563.0,22.0,0.03907637655417407,9.171187082124385,0.001642649145075786,0.27753248391573104,7.102308565661662,168.9542071401539,22.0,45.27444794952682,33.110410094637224,75.5050505050505,84.93265993265993,25.634555440106872,38.281134035921035,18.556701030927837,54.98281786941581,30.952694689682435,42.04770061931743
Douglas,3234,8.2,24.9,2.74,3.21,6013,1.6,1.5,25.1,20.8,11.5,28.3,11.2,96.9,39.5,8859,11.3,0.0,8.4,49.1,395,30.6,25.8,74.2,8496,0.4,91.2,88.2,5266,7.4,0.0,0.6,3.5,3234,3.2,0.5,0.0,1.4,0.0,23.6,76.4,73.6,12.1,96.5,17300,3.5,42.0543449,-71.739379,Worcester,9485,501,18,13.553842738396702,13854,644.0,18.0,0.027950310559006212,5.282024248813917,0.00129926375054136,0.18977332630469163,6.789667896678966,146.06220347917764,18.0,44.78068325601012,30.26149304091101,76.04340567612688,87.72954924874792,23.642288196958724,38.57108375573256,33.16326530612245,69.13265306122449,28.049049933716308,41.64825452938577
Dover,2031,0.7,30.0,2.98,3.2,3881,0.0,1.0,5.9,4.7,3.7,30.9,53.9,99.0,84.8,6044,5.9,2.4,4.6,16.6,948,23.2,11.4,88.6,5835,2.4,99.2,98.5,2755,15.8,1.2,0.4,0.9,2031,1.1,0.4,0.4,1.1,0.0,27.7,72.3,68.4,15.5,87.6,17405,12.400000000000006,42.2458749,-71.2828719,Norfolk,5133,241,4,5.565334520168849,15641,739.0,4.0,0.005412719891745603,4.695110072082603,0.00025573812416085926,0.07792713812585232,14.397038768751216,304.71459185661405,4.0,74.7612551159618,51.04268173845254,85.00506585612969,92.70516717325228,42.95366795366795,70.48745173745174,69.30232558139535,100.0,46.91119691119691,66.83826683826683
Dracut,11501,6.0,30.7,2.73,3.27,21879,3.1,5.6,32.2,17.9,10.1,20.0,11.1,91.3,31.1,31360,10.8,3.4,8.6,30.1,2917,38.5,11.3,88.7,29505,3.4,92.2,87.3,17723,4.0,0.1,2.0,6.5,11501,4.4,0.8,0.3,0.2,0.2,21.8,78.2,73.4,15.3,88.4,17475,11.599999999999994,42.6703687,-71.3020052,Middlesex,32414,3795,145,31.952166544979047,65777,2967.0,157.0,0.05291540276373441,11.707903992102178,0.002386852547242957,0.44733757018572223,9.153452212007156,202.9277472696983,157.0,50.71886955448599,37.39972849561891,79.07692307692308,86.15384615384616,29.435543142731145,43.94752315155079,33.82969798657718,53.54446308724832,35.34209006928407,46.66209584295612
Dudley,3905,8.4,31.4,2.71,3.22,7317,3.1,3.2,31.6,19.6,10.6,20.3,11.7,93.7,32.0,11723,10.7,1.2,9.3,30.6,835,13.5,5.6,94.4,11343,2.3,94.0,90.2,6420,5.8,0.5,3.1,5.6,3905,5.5,0.0,0.3,0.5,0.4,20.7,79.3,69.2,14.4,90.8,17685,9.200000000000003,42.0433661,-71.92760329999999,Worcester,12469,1011,21,12.029168717699918,54655,3026.0,25.0,0.008261731658955718,8.108108108108109,0.0004574146921599122,0.16841767583607345,24.268185099045635,438.327051086695,25.0,38.99582932306705,27.43022136669875,68.06105144149237,79.59299039005087,20.712216094962148,32.2833909711188,100.0,100.0,17.25051264524949,25.96548188653452
Dunstable,1178,3.0,28.9,2.86,3.19,2297,0.6,2.0,16.6,13.8,12.2,34.1,20.7,97.4,54.8,3366,5.6,1.5,3.9,18.8,225,45.8,23.1,76.9,3240,1.7,96.8,96.9,1977,8.1,0.0,0.5,2.9,1178,1.9,0.0,0.0,0.0,0.0,21.4,78.6,74.6,14.8,94.6,17825,5.400000000000006,42.6750898,-71.4828433,Middlesex,3330,180,6,12.86900341976172,5228,241.0,7.0,0.029045643153526972,5.405405405405405,0.0013389441469013007,0.18018018018018017,7.237237237237237,156.996996996997,7.0,56.266907123534715,38.80372708145477,79.14110429447852,88.13905930470347,31.853417899929525,50.775193798449614,27.17948717948718,64.1025641025641,36.56812339331619,51.79948586118252
Duxbury,5714,2.4,39.3,2.74,3.14,10760,0.4,0.8,10.1,10.8,5.5,39.8,32.7,98.8,72.5,15709,8.1,1.9,5.6,22.3,524,27.7,12.2,87.8,15179,0.1,95.6,94.5,7520,12.3,0.0,1.3,4.2,5714,3.0,0.0,0.2,0.8,0.2,25.3,74.7,72.3,21.4,96.3,17895,3.700000000000003,42.0417525,-70.6722767,Plymouth,15120,959,19,8.975584222515105,32816,1259.0,21.0,0.016679904686258934,6.342592592592593,0.0006399317406143345,0.12566137566137567,8.326719576719576,217.03703703703704,21.0,67.5663160680029,48.77951974598135,80.8546527973011,94.0399212819792,38.910034602076124,59.42041522491349,62.43567753001715,100.0,46.719668164535086,64.05807120636018
East Bridgewater,4828,4.6,30.6,2.98,3.42,9804,1.5,2.6,31.4,24.1,10.0,18.6,12.0,95.9,30.5,14374,9.9,2.3,5.8,38.9,752,31.8,9.3,90.7,13437,1.9,95.9,88.9,7827,3.1,0.1,1.7,6.3,4828,4.0,0.2,0.3,1.8,0.6,25.5,74.5,72.2,15.4,90.2,18455,9.799999999999997,42.0334341,-70.9592096,Plymouth,14878,1248,48,23.04368837074332,25445,1154.0,52.0,0.045060658578856154,8.38822422368598,0.002043623501670269,0.3226240086033069,7.756418873504503,171.0243312273155,52.0,49.334498521107825,35.27157838128529,70.23398542385884,81.85654008438819,27.842529953541444,42.42399543565083,34.126040428061835,50.89179548156956,32.66053727912656,45.467605229133746
East Brookfield,795,13.3,30.2,2.57,3.02,1430,0.6,7.7,27.7,19.5,8.0,24.3,12.2,91.7,36.6,2040,11.1,0.0,10.3,30.0,52,48.1,55.8,44.2,1821,2.4,89.1,87.5,1231,5.6,1.0,1.6,5.6,795,3.6,0.5,0.5,0.8,0.5,21.7,78.3,76.6,15.7,97.0,18560,3.0,42.2266927,-72.046446,Worcester,2244,172,4,6.365449143173995,3348,121.0,2.0,0.01652892561983471,7.66488413547237,0.0005973715651135006,0.17825311942959002,5.392156862745098,149.19786096256684,2.0,48.728246318607766,36.23382418563141,87.27272727272727,95.58441558441558,25.646551724137932,39.008620689655174,100.0,100.0,24.09867172675522,33.586337760910816
East Longmeadow,5958,7.3,39.4,2.65,3.24,11436,1.9,4.3,22.4,17.4,11.5,25.0,17.6,93.9,42.6,15823,12.5,4.4,7.1,37.2,758,26.1,8.8,91.2,15328,2.2,85.4,81.0,7878,4.9,0.2,0.9,4.7,5958,6.5,0.3,3.1,1.8,0.0,21.7,78.3,74.6,21.7,88.7,19645,11.299999999999997,42.0645396,-72.5125863,Hampden,17005,1581,40,16.801346749183775,39927,1796.0,50.0,0.02783964365256125,9.297265510144074,0.00125228542089313,0.23522493384298734,10.561599529550133,234.7956483387239,50.0,53.47332509852362,38.180107052526324,68.42235410484669,82.0969337289812,28.741220961642355,44.539631087443084,28.018942383583266,51.69692186266772,33.99884445015086,46.78050972587789
Eastham,2396,4.8,54.8,2.05,2.52,4073,1.0,1.1,21.3,16.3,9.7,28.1,22.5,97.9,50.6,4901,14.6,1.5,9.6,25.1,366,42.1,16.9,83.1,4838,1.6,93.2,90.7,2254,12.6,0.0,2.4,8.3,2396,3.1,1.5,0.0,0.8,0.0,11.2,88.8,87.4,38.4,92.4,19295,7.599999999999994,41.8299634,-69.97403609999999,Barnstable,4602,182,6,9.311476754500248,5489,240.0,8.0,0.03333333333333333,3.954802259887006,0.0014574603752960467,0.1303780964797914,5.215123859191656,119.27422859626249,8.0,78.51706892802784,59.27375516416612,79.79502196193266,90.87359687652513,42.7843137254902,68.58823529411765,18.660287081339714,70.33492822966507,58.03571428571429,73.78663003663004
Easthampton,7209,9.0,32.0,2.2,2.8,12545,0.7,3.0,27.4,17.3,12.5,24.3,14.8,96.3,39.1,15960,13.3,8.1,10.9,25.8,549,36.1,20.6,79.4,15307,2.0,92.5,88.1,9488,4.9,0.0,2.1,9.2,7209,5.8,0.2,0.2,0.9,0.5,15.2,84.8,82.0,19.1,92.3,19370,7.700000000000003,42.266757,-72.66898,Hampshire,16194,928,20,8.821512277249061,60081,2946.0,22.0,0.00746775288526816,5.73051747560825,0.0003661723340157454,0.12350253180190193,18.191922934420155,371.0077806595035,22.0,61.155178192380745,42.732655569210145,73.5665439242504,88.24302998421884,34.41843971631206,53.851063829787236,25.584182144997,42.78010784901139,40.5815032477575,56.72131147540984
Easton,8477,5.4,30.5,2.68,3.16,16162,1.5,2.5,21.0,15.9,10.0,28.9,20.2,96.0,49.1,24418,8.9,3.6,5.8,30.2,2023,28.7,13.6,86.4,23818,1.9,95.5,93.0,14260,5.2,0.1,1.7,3.7,8477,2.9,0.2,0.3,0.6,0.9,20.6,79.4,71.2,15.1,90.4,20100,9.599999999999994,42.0245442,-71.1286594,Bristol,23741,2131,63,18.95449751907663,113197,7388.0,71.0,0.00961017866811045,8.97603302304031,0.0006272251031387758,0.26536371677688386,31.119160945200285,476.799629333221,71.0,57.224703007835544,40.74479737130339,78.28543355440924,88.45492507983298,32.97401738953577,50.76015660751513,36.57224811760488,56.22086769451416,38.522705499137764,53.25732899022802
Edgartown,1453,2.4,39.9,2.92,3.76,2929,4.2,4.1,22.7,21.0,7.2,29.8,11.0,91.7,40.8,4288,6.6,0.0,2.5,25.6,737,47.8,23.3,76.7,4215,7.6,87.5,76.7,2094,16.4,0.4,5.5,3.5,1453,3.0,2.5,2.5,0.0,1.3,18.1,81.9,75.0,19.9,86.4,21150,13.599999999999994,41.3890052,-70.5133599,Dukes,4086,439,55,96.14302508661264,13270,503.0,59.0,0.1172962226640159,10.744003915810083,0.004446119065561417,1.346059716103769,12.310327949094468,324.76749877630937,59.0,81.4152791380999,50.83251714005876,100.0,100.0,35.87713742875238,74.28752374920836,11.989100817438691,49.31880108991826,50.86767895878525,71.74620390455532
Egremont,614,13.0,39.1,2.27,2.66,1109,2.4,2.6,15.7,17.0,9.7,24.0,28.5,95.0,52.5,1402,12.6,7.5,6.3,27.9,105,23.8,0.0,100.0,1340,0.0,95.9,87.1,775,10.8,0.0,0.0,5.1,614,0.0,0.7,0.7,0.0,0.7,17.0,83.0,80.8,27.9,93.3,21360,6.700000000000003,42.17772470000001,-73.4415929,Berkshire,1073,16,0,0.0,1481,52.0,0.0,0.0,1.4911463187325256,0.0,0.0,4.846225535880708,138.0242311276794,0.0,36.10648918469218,26.12312811980033,44.77272727272727,56.13636363636364,15.354330708661418,24.54068241469816,0.0,0.0,25.636523266022827,35.46971027216857
Erving,670,9.7,34.2,2.6,3.2,1246,2.6,6.3,43.3,21.2,10.7,10.0,6.1,91.2,16.1,1740,14.4,5.9,12.1,31.5,41,51.2,0.0,100.0,1643,0.2,86.7,81.5,930,1.4,0.0,3.2,10.5,670,7.2,0.0,0.0,2.4,2.5,22.2,77.8,75.5,19.0,95.7,21780,4.299999999999997,42.6000863,-72.3981416,Franklin,2112,69,0,0.0,3810,202.0,0.0,0.0,3.2670454545454546,0.0,0.0,9.56439393939394,180.39772727272728,0.0,59.0521327014218,39.81042654028436,75.55555555555556,90.61728395061729,31.31964809384164,51.55425219941348,0.0,0.0,35.177865612648226,51.037549407114625
Essex,1457,2.9,32.3,2.57,3.12,2673,0.8,1.1,15.5,17.4,6.9,32.6,25.7,98.1,58.3,3745,12.5,3.3,10.7,30.3,73,12.3,15.1,84.9,3487,0.9,98.7,92.7,1939,7.9,0.0,2.3,6.5,1457,2.1,1.4,0.6,0.6,0.0,24.6,75.4,74.3,18.4,99.0,21850,1.0,42.63195820000001,-70.78293149999998,Essex,3727,194,13,24.908594142509262,6221,315.0,14.0,0.044444444444444446,5.205258921384492,0.002250442051117184,0.348806010195868,8.451837939361418,166.9170914944996,14.0,56.56375838926174,42.20134228187919,78.41225626740948,82.72980501392759,33.555038244097105,50.315929497838376,0.0,0.0,41.73449340443447,54.420432220039295
Everett,16021,6.1,23.9,2.87,3.42,31559,10.5,7.7,35.8,19.6,6.4,12.9,7.1,81.8,20.0,45981,10.7,5.2,8.1,37.8,19867,56.9,23.7,76.3,43391,30.2,89.1,84.2,26613,2.7,0.0,6.9,12.6,16021,18.1,0.9,1.1,1.9,1.1,22.4,77.6,73.9,11.2,57.8,21990,42.2,42.40843,-71.0536625,Middlesex,48551,8502,114,16.771445167213695,129915,5595.0,154.0,0.027524575513851655,17.511482770694734,0.001185390447600354,0.23480463842145372,11.523964490947664,267.5846017589751,154.0,47.140002883684524,31.831757605717936,65.59675336653754,78.23279837668326,27.58764607679466,43.231775180856985,19.171937524202917,29.888989286175295,37.7307839807155,50.41363063605983
Fairhaven,6392,8.1,39.2,2.45,3.16,11690,5.7,4.8,33.4,21.9,8.7,17.2,8.3,89.5,25.5,15712,14.9,4.8,11.0,34.6,1427,27.0,12.4,87.6,15286,4.8,87.8,84.4,8196,4.6,0.0,2.0,7.5,6392,7.3,0.2,0.2,1.8,0.1,18.2,81.8,78.1,22.7,91.1,22130,8.900000000000006,41.63760429999999,-70.9036487,Bristol,16012,1993,49,21.857592992306365,41737,1410.0,58.0,0.04113475177304964,12.446914813889583,0.001389654263603038,0.3060204846365226,8.805895578316262,260.66075443417435,58.0,52.49219237976265,40.54965646470956,75.11134398742469,83.41629552004191,29.73017305011072,42.81144919215944,41.66666666666667,60.97222222222223,36.69561784445322,46.76273193841295
Fall River,38456,8.2,27.3,2.29,2.93,62973,14.3,11.1,33.9,17.4,7.9,10.3,5.1,74.6,15.4,88351,20.7,8.1,18.9,44.9,17852,40.4,15.7,84.3,83200,14.5,81.9,70.2,43087,1.8,0.2,4.3,19.7,38456,18.5,0.4,0.8,1.5,0.2,20.7,79.3,76.3,16.6,80.6,23000,19.400000000000006,41.7014912,-71.1550451,Bristol,89317,13924,268,21.432461220807387,203030,8355.0,308.0,0.036864153201675645,15.589417468119171,0.001517017189577895,0.30005486077678384,9.354322245485182,227.31394919220307,308.0,39.66075127358227,27.803840340368357,64.79333333333334,74.53999999999999,20.337751463365404,32.620601493641935,11.44871280060679,20.969972783652345,29.631659236659313,40.59153719693716
Falmouth,13821,4.6,49.2,2.22,2.81,24437,1.3,4.8,22.5,17.6,8.9,23.5,21.3,93.9,44.8,30767,13.7,1.6,10.8,24.5,2048,25.5,7.8,92.2,29978,1.7,92.6,85.0,15429,6.4,0.2,2.1,4.7,13821,6.0,0.4,1.1,2.2,0.3,15.1,84.9,81.6,31.9,91.0,23105,9.0,41.5532208,-70.60858859999998,Barnstable,31190,1531,44,10.076380693775343,62677,2151.0,60.0,0.02789400278940028,4.9086245591535755,0.0009572889576718733,0.1410708560436037,6.8964411670407175,200.95222827829434,60.0,67.12732869464841,50.62686375733478,83.0433063080878,92.05062289895196,35.06857115740521,55.16537749727139,26.943827356394795,40.495080926689944,49.66235632183908,63.656609195402304
Fitchburg,14965,9.2,25.7,2.6,3.23,26208,5.5,9.4,34.9,20.2,9.1,14.1,6.8,85.1,21.0,40253,15.7,6.9,15.1,33.9,4052,47.3,17.6,82.4,38166,9.2,89.8,82.4,21407,3.8,0.0,3.6,15.7,14965,13.5,0.3,0.3,2.3,1.8,22.6,77.4,71.3,13.5,80.3,23875,19.700000000000003,42.5834228,-71.8022955,Worcester,42123,4680,140,23.739854072351964,88668,4230.0,146.0,0.03451536643026005,11.110319777793604,0.001646591780574728,0.33235999335280014,10.042019799159604,210.49782779004343,146.0,39.2820683269628,25.450487880154792,67.65906771010548,82.08574345015312,18.60497199459206,32.34003807631819,12.170551716059505,24.756940377181678,30.629924346360394,42.844263258986324
Florida,314,14.0,36.6,2.57,2.87,577,5.0,5.4,49.2,15.8,5.9,15.9,2.8,89.6,18.7,808,20.8,10.2,14.4,51.6,10,60.0,0.0,100.0,789,0.8,88.2,76.8,412,3.6,0.0,5.9,12.0,314,6.1,0.0,0.0,4.5,0.0,20.5,79.5,77.8,19.4,95.3,24120,4.700000000000003,42.66675,-73.0112117,Berkshire,783,18,6,54.67079546954391,756,48.0,6.0,0.125,2.2988505747126435,0.007936507936507936,0.7662835249042145,6.130268199233716,96.55172413793103,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.263157894736842,8.232118758434549
Foxborough,6805,6.8,28.9,2.6,3.12,12539,2.3,3.7,17.9,15.6,7.8,30.0,22.9,94.1,52.8,17696,12.4,4.0,9.3,33.5,1680,33.1,21.5,78.5,16547,2.9,94.9,94.1,9731,5.2,0.0,1.6,5.9,6805,4.2,0.5,0.7,1.1,1.3,21.9,78.1,75.5,17.8,86.7,24820,13.299999999999997,42.0653812,-71.2478251,Norfolk,18209,1350,30,11.767822914657831,51122,2222.0,43.0,0.01935193519351935,7.413916195288045,0.0008411251515981378,0.1647536932286232,12.202756878466692,280.75127684112255,43.0,59.831923541689555,40.65692628803691,79.54007439972945,94.65674670273926,33.116925700045904,53.078890419043866,41.646191646191646,70.2088452088452,38.929114694250075,55.92941892303011
Framingham,28222,5.3,27.1,2.45,3.0,51702,5.1,4.6,23.5,14.4,4.8,26.9,20.6,90.3,47.6,70978,11.4,4.7,8.4,33.5,20517,57.8,28.0,72.0,68313,15.5,93.2,89.8,43372,5.5,0.2,5.8,8.4,28222,10.2,0.7,1.4,1.6,0.7,19.6,80.4,75.9,15.7,69.5,24960,30.5,42.279286,-71.4161565,Middlesex,74397,8171,157,15.073416976036807,193263,9268.0,194.0,0.020932239965472593,10.982969743403633,0.0010038134562746102,0.2110300146511284,12.457491565520115,259.7725714746562,194.0,58.821157335842464,37.58854761744741,76.45790200138026,87.1808143547274,30.414152190181998,53.58661210451729,26.1656050955414,50.2056414922657,37.49158249158249,52.834595959595966
Franklin,11941,4.2,26.1,2.69,3.22,21806,0.9,1.8,19.4,14.1,8.1,32.0,23.7,97.3,55.7,33171,8.0,3.2,5.5,29.9,2248,48.6,29.2,70.8,31581,1.8,95.7,93.7,19275,8.8,0.1,0.9,4.0,11941,3.7,0.2,1.0,0.6,0.1,23.9,76.1,70.6,12.8,90.6,25172,9.400000000000006,42.0834313,-71.396725,Norfolk,33920,1915,52,10.950116979163047,73920,4798.0,59.0,0.012296790329303876,5.64563679245283,0.0007981601731601732,0.15330188679245285,14.14504716981132,217.92452830188677,59.0,57.72326561901111,38.33770675472477,83.55830936047798,97.43306041159549,31.38648887679434,51.61915776583441,28.066759388038943,52.57301808066759,37.9328522948173,55.59948601364041
Freetown,3262,3.5,32.5,2.82,3.13,6746,4.5,4.3,30.7,17.8,10.3,23.4,9.0,91.2,32.4,9223,10.1,4.4,5.9,30.9,671,17.3,4.5,95.5,8918,3.0,93.8,87.2,5271,4.1,0.0,2.4,5.7,3262,1.9,0.2,0.4,1.6,0.0,20.7,79.3,76.5,17.9,94.5,25240,5.5,41.7619708,-71.01411800000002,Bristol,9049,971,21,16.576096374280976,16498,717.0,21.0,0.029288702928870293,10.7304674549674,0.001272881561401382,0.23206984197148856,7.923527461597966,182.31848823074372,21.0,51.21034597104013,38.7642312368741,76.93208430913349,88.05620608899297,29.8814552391334,42.63523640823001,52.27272727272727,83.33333333333334,35.81220013708019,46.89284898332191
Gardner,8228,8.5,27.6,2.36,2.92,15014,3.3,7.7,35.0,22.7,13.1,11.6,6.7,89.0,18.3,19475,14.0,5.2,13.6,27.8,1417,35.9,4.5,95.5,19327,2.9,86.2,81.8,10267,4.3,0.0,2.2,13.9,8228,13.1,0.6,0.1,1.0,0.6,19.7,80.3,77.9,15.4,87.0,25485,13.0,42.5750883,-71.998133,Worcester,19873,2277,30,10.782401454610994,40659,1518.0,32.0,0.021080368906455864,11.457756755396769,0.000787033621092501,0.1509585870276254,7.638504503597847,204.59417299854073,32.0,50.27429664301173,36.91680507322965,81.76859029572208,94.68848693654895,27.383131941901624,40.83363847186623,15.69287243805445,26.09360660752524,35.199807124344524,47.04357784340908
Georgetown,3295,4.5,30.4,2.63,3.09,6192,0.4,1.8,19.6,17.1,7.8,33.7,19.7,97.9,53.4,8695,9.3,1.3,5.7,34.4,320,34.7,7.2,92.8,8266,1.6,95.4,93.5,4947,5.7,0.3,1.0,3.1,3295,2.7,0.0,0.0,0.0,0.8,22.5,77.5,74.1,15.8,95.8,25625,4.200000000000003,42.7250918,-70.99116590000001,Essex,8985,569,22,17.487956665093527,16113,671.0,25.0,0.037257824143070044,6.3327768503060655,0.0015515422329795817,0.24485253199777404,7.468002225932109,179.3322203672788,25.0,54.0576644773461,40.454191250139154,78.03547066848567,87.10777626193725,33.124916855128376,47.61207928694958,19.628647214854112,43.236074270557026,38.95891690009337,51.36554621848739
Gill,579,6.7,41.3,2.35,2.9,1276,0.9,2.1,24.3,13.3,9.9,35.7,13.7,96.9,49.5,1591,11.3,1.4,9.9,22.8,147,52.4,30.6,69.4,1532,2.0,95.2,86.5,1016,16.8,0.3,7.6,8.6,579,1.7,0.5,0.9,0.5,0.0,13.8,86.2,82.8,19.5,90.4,25730,9.599999999999994,42.6408105,-72.49963670000002,Franklin,1671,39,0,0.0,5068,107.0,0.0,0.0,2.333931777378815,0.0,0.0,6.403351286654697,303.2914422501496,0.0,57.31414868105516,37.88968824940048,61.35265700483091,70.04830917874396,30.14354066985646,53.110047846889955,0.0,52.63157894736842,35.40215326155795,47.751741608613045
Gloucester,13110,6.1,36.9,2.27,2.84,23175,3.6,3.9,26.2,16.3,10.0,23.9,16.1,92.5,39.9,29932,11.2,2.3,8.1,26.3,2590,46.0,23.0,77.0,28356,3.7,91.0,86.1,16458,4.9,0.0,3.2,10.0,13110,9.3,0.6,0.6,1.9,0.5,16.5,83.5,80.6,23.0,93.6,26150,6.400000000000006,42.6159285,-70.66198879999997,Essex,28406,1975,28,7.040667995816081,55278,2438.0,39.0,0.015996718621821164,6.952756459902837,0.000705524801910344,0.09857072449482504,8.582693797085122,194.59973245089066,39.0,62.99686652818364,48.73428863148259,80.91420534458508,88.07313642756681,37.98901047292537,54.62358521579862,24.20614263404477,38.677771993753254,47.25998863851543,60.2234425298239
Goshen,413,4.8,28.3,2.21,2.66,738,0.0,3.4,27.8,18.0,9.9,21.5,19.4,96.6,40.9,913,8.1,0.0,9.1,9.8,14,0.0,0.0,100.0,886,0.5,96.6,78.9,582,6.3,0.0,2.0,4.7,413,1.0,0.0,0.0,1.0,0.0,12.4,87.6,84.2,16.8,99.7,26290,0.29999999999999716,42.44071870000001,-72.79939859999998,Hampshire,1156,27,4,6.176045687213495,1208,61.0,1.0,0.01639344262295082,2.3356401384083045,0.0008278145695364238,0.34602076124567477,5.27681660899654,104.49826989619378,1.0,26.366001734605376,20.555073720728533,51.32743362831859,60.61946902654868,13.052858683926646,18.015102481121897,0.0,0.0,20.551601423487543,26.423487544483987
Gosnold,26,0.0,46.2,1.88,2.28,49,4.1,8.2,16.3,4.1,4.1,42.9,20.4,87.8,63.3,49,6.1,-666666666.0,0.0,16.7,0,-666666666.0,-666666666.0,-666666666.0,49,0.0,92.3,76.9,25,8.0,0.0,14.3,4.1,26,23.1,7.7,7.7,7.7,0.0,0.0,100.0,100.0,36.7,100.0,26325,0.0,41.4521063,-70.8357792,Dukes,44,5,0,0.0,130,,,,11.363636363636363,,0.0,,295.45454545454544,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grafton,7034,8.0,25.4,2.64,3.23,13084,1.2,3.6,21.6,15.3,7.9,28.0,22.5,95.2,50.4,18712,8.6,2.9,7.0,26.7,2231,32.8,21.9,78.1,17596,4.2,95.2,93.5,10853,7.9,0.2,2.1,5.3,7034,5.1,0.0,0.2,0.4,0.4,24.1,75.9,73.4,13.1,83.7,26430,16.299999999999997,42.2070391,-71.68562359999999,Worcester,20124,1164,20,7.098526047707083,44245,2135.0,21.0,0.009836065573770493,5.784138342277878,0.0004746299016838061,0.09938382031405286,10.609222818525144,219.86185648976345,21.0,55.57874857114457,36.44451071020327,78.30895469140206,88.36960399571888,29.668552950687143,50.27139392539554,38.00448430493273,69.20777279521674,34.512610376868466,50.805101864142664
