City/Town,# Total households,% Households w/ cohabiting couples,% Households w/ 1+ people aged >=65,AVG Household size,AVG Family size,# Total population >=25,% Educated <9th grade,% Educated 9th-12th w/o diploma,% Educated w/ highschool diploma or equivalent,% Educated w/ some college,% Educated w/ associate's degree,% Educated w/ bachelor's degree,% Educated w/ grad/professional degree,% Educated w/ diploma or higher,% Educated w/ bachelors or higher,# Total civilian population,% Population w/ disablilty,% Population <18 w/ disability,% Population 18-64 w/ disability,% Population >65 w/ disability,# Population foreign-born,% Foreign-born not citizen,% Foreign-born entered >=2010,% Foreign-born entered <2010,# Total population >=5,% Population speaks english poorly,% Households w/ a computer,% Households w/ internet,# Total civilian labor force,% Workers worked from home,% Workers unpaid familly,% Population no health insurance,% Population in poverty,# Total occupied housing units,% Households no vehicle,% Households incomplete plumbing,% Households incomplete kitchen,% Households no telephone,% Households w/ 1.51 or more occupants/room,% Population <18,% Population >=18,% Population >=21,% Population >=65,% Population white,County subdivision,% Population minority,Latitude,Longitude,County,# Total population,# Total cases,# Total cases last 2 weeks,Avg # of cases last 2 weeks (per 100k),# Total tests,# Total tests last 2 weeks,# Total positive tests,% Positive tests last 2 weeks,% Infection rate,% Positive tests,% Infection rate last 2 weeks,% Testing rate last 2 weeks,% Testing rate,# Total positive tests last 2 weeks,% Population one or more doses,% Population fully vaccinated,% Vaccinated 65+ fully vaccinated,% Vaccinated 65+ one or more doses,% Vaccinated <65 fully vaccinated,% Vaccinated <65 one or more doses,% Vaccinated minority fully vaccinated,% Vaccinated minority one or more doses,% Vaccinated white fully vaccinated,% Vaccinated white one or more doses
Granby,2603,4.2,32.6,2.43,2.89,4758,1.1,4.7,23.9,16.7,10.0,26.6,17.0,94.2,43.6,6304,9.2,4.3,4.8,28.7,276,64.1,22.8,77.2,6057,2.2,88.1,85.6,4026,3.6,0.0,3.7,3.8,2603,3.4,0.8,0.8,1.7,0.0,16.8,83.2,80.1,18.7,95.4,26535,4.599999999999994,42.2570866,-72.5168859,Hampshire,6112,383,14,16.360155428840656,13670,698.0,15.0,0.02148997134670487,6.266361256544503,0.0010972933430870519,0.22905759162303663,11.420157068062828,223.6583769633508,15.0,52.037976755606486,35.19397610083483,71.70645446507515,87.70999115826702,26.898352752109282,43.93330654881479,22.348484848484848,51.515151515151516,31.940144478844168,46.13003095975232
Granville,622,5.9,32.3,2.72,3.09,1208,1.2,3.4,37.1,18.7,8.2,23.3,8.1,95.4,31.4,1687,9.3,2.7,7.4,24.8,35,8.6,0.0,100.0,1589,0.6,95.8,86.0,992,6.8,0.0,1.2,9.2,622,1.1,0.5,0.0,0.6,0.0,21.5,78.5,75.9,16.7,99.1,26675,0.9000000000000057,42.0996545,-72.9224329,Hampden,1549,77,4,4.6092548976205325,2292,89.0,1.0,0.011235955056179775,4.970948999354422,0.0004363001745200698,0.25823111684958033,5.7456423499031635,147.96642995480954,1.0,37.869520897043834,25.739041794087665,55.847255369928405,69.4510739856802,17.56318859364874,29.29358392741413,0.0,0.0,24.54448017148982,37.245444801714896
Great Barrington,2813,6.0,38.2,2.1,2.69,4684,1.3,6.9,27.9,13.1,9.6,18.9,22.3,91.8,41.2,6483,8.6,5.2,4.8,21.8,635,71.8,36.7,63.3,6545,3.9,90.9,88.3,3819,13.0,1.0,4.6,8.4,2813,10.1,0.0,0.6,0.5,0.0,21.1,78.9,71.4,22.9,89.5,26815,10.5,42.1959798,-73.36200799999997,Berkshire,6720,442,7,7.440338202725412,29548,1355.0,8.0,0.005904059040590406,6.5773809523809526,0.0002707459049681874,0.10416666666666667,20.163690476190478,439.70238095238096,8.0,84.13649025069638,57.409470752089135,100.0,100.0,41.829451540195336,70.49211119459054,37.08542713567839,65.42713567839196,56.112749918059656,78.05637495902982
Greenfield,8063,9.1,33.9,2.07,2.8,13178,2.5,6.1,27.5,17.2,11.9,20.2,14.5,91.4,34.7,16805,17.3,4.8,13.6,39.5,836,31.3,11.5,88.5,16490,3.7,90.3,82.5,9261,7.4,0.7,2.1,11.4,8063,10.7,0.0,0.3,0.9,0.8,17.5,82.5,79.6,21.2,90.5,27100,9.5,42.587915,-72.59941040000002,Franklin,17148,809,36,14.995067449794748,42040,1840.0,42.0,0.02282608695652174,4.717751341264288,0.0009990485252140819,0.2099370188943317,10.73011429904362,245.15978539771402,42.0,55.760783872057665,38.07298119157563,69.79663570173237,85.23725834797891,28.90018148820327,47.23774954627949,13.201035375323556,22.433132010353756,36.02669604095121,51.61666558672974
Groton,4071,5.7,29.5,2.74,3.2,7842,1.5,1.5,13.9,14.0,4.8,39.5,24.8,97.0,64.2,11223,8.5,5.0,5.9,25.0,645,27.1,7.6,92.4,10860,1.2,95.4,93.4,6020,7.3,0.3,2.1,3.8,4071,4.9,0.4,1.2,0.4,0.3,23.3,76.7,73.2,14.9,92.1,27480,7.900000000000006,42.6112018,-71.5745152,Middlesex,11689,528,17,10.387520365270843,29106,1581.0,18.0,0.011385199240986717,4.517067328257336,0.0006184291898577613,0.14543587988707332,13.52553682949782,249.00333647018567,18.0,60.362827314735576,40.53568372411432,78.63013698630137,89.42465753424658,33.485447723354625,54.98428151303113,44.252873563218394,82.61494252873564,38.7117522741891,56.31719195074888
Groveland,2448,5.4,34.4,2.77,3.24,4577,0.6,2.7,20.9,18.7,8.3,30.1,18.7,96.6,48.7,6780,9.8,5.5,9.3,16.2,167,58.7,25.7,74.3,6440,0.8,97.8,89.5,3928,6.5,0.0,0.0,2.8,2448,1.9,0.0,0.0,1.3,0.0,20.3,79.7,75.0,17.8,98.3,27620,1.7000000000000028,42.7603688,-71.03144509999998,Essex,6846,476,10,10.433457045997747,11622,425.0,12.0,0.02823529411764706,6.952965235173824,0.0010325245224574084,0.1460706982179375,6.208004674262343,169.76336546888695,12.0,57.474791758000876,44.118076866871256,71.36181575433912,78.83845126835782,36.48269410664172,51.48737137511693,18.91891891891892,55.85585585585585,41.67424931756142,53.97330906885047
Hadley,2294,9.2,34.7,2.26,2.7,4135,2.2,1.4,21.0,15.7,5.1,31.5,23.2,96.5,54.7,5197,9.3,0.0,8.4,18.8,522,39.7,28.5,71.5,5249,2.0,91.6,88.1,2749,7.5,0.0,6.1,6.7,2294,7.6,0.0,0.0,1.1,0.0,16.1,83.9,81.4,23.7,85.4,27690,14.599999999999994,42.3417565,-72.58842220000002,Hampshire,5803,301,4,2.4614581030200147,28083,1521.0,2.0,0.0013149243918474688,5.1869722557297955,7.121746252181035e-05,0.06892986386351886,26.21058073410305,483.9393417198001,2.0,57.85209446647129,41.182554731942766,65.62054208273894,76.7475035663338,33.39395317117527,51.829961354853374,22.364217252396166,53.99361022364217,39.489194499017685,53.53634577603144
Halifax,2904,3.6,33.4,2.7,3.2,5461,1.2,3.1,39.9,15.2,10.0,18.0,12.6,95.7,30.6,7819,10.0,3.9,6.3,34.1,221,31.7,12.7,87.3,7463,0.0,90.7,87.3,4523,2.1,0.0,2.3,4.9,2904,6.5,0.0,0.0,0.5,0.2,21.2,78.8,76.3,15.2,96.2,27795,3.799999999999997,41.991213,-70.861985,Plymouth,7644,524,12,11.21279223798216,11839,465.0,16.0,0.034408602150537634,6.855049712192569,0.0013514654953965706,0.15698587127158556,6.083202511773941,154.87964416535846,16.0,53.28448050248626,37.86966762627584,76.25637290604516,91.47851420247632,29.4624342000319,44.91944488754187,18.63799283154122,58.78136200716846,35.799945489234126,50.20441537203598
Hamilton,2719,2.7,29.9,2.89,3.26,5348,0.5,1.3,11.6,10.5,6.8,36.4,32.9,98.2,69.3,8031,7.0,4.1,4.3,24.2,767,68.4,44.2,55.8,7569,3.2,95.7,93.6,3968,9.9,0.2,1.5,11.9,2719,3.2,0.4,0.4,1.7,0.5,25.8,74.2,71.1,14.1,92.1,27900,7.900000000000006,42.6362052,-70.84310490000001,Essex,7375,424,8,7.748040211677077,17143,645.0,10.0,0.015503875968992248,5.749152542372881,0.0005833284722627311,0.10847457627118644,8.745762711864407,232.44745762711864,10.0,63.29354313619099,46.201844818231145,92.64822134387352,97.54940711462451,36.5809726543311,56.197805796626824,19.367588932806324,32.54281949934124,47.42848447961047,63.846622032866705
Hampden,2000,8.2,42.3,2.54,2.94,3987,1.0,5.4,29.1,18.5,10.7,19.5,15.8,93.6,35.3,5089,14.3,5.3,10.8,29.4,88,13.6,0.0,100.0,4952,1.0,95.1,91.1,2916,2.5,0.0,0.6,2.6,2000,5.7,0.0,0.0,1.3,0.0,16.5,83.5,80.3,24.9,96.4,28075,3.5999999999999943,42.0639841,-72.4134167,Hampden,4897,467,17,24.793769199006995,11571,640.0,21.0,0.0328125,9.536450888298958,0.0018148820326678765,0.34715131713293856,13.06922605676945,236.28752297324894,21.0,53.54443309499489,39.08069458631257,70.45101088646967,83.74805598755832,27.902466057079522,42.7819340537545,0.0,14.61187214611872,37.03225806451613,48.90322580645161
Hancock,242,6.2,38.4,2.48,2.82,480,1.9,1.3,37.9,14.0,9.8,16.0,19.2,96.9,35.2,599,9.2,8.0,6.7,16.5,30,13.3,0.0,100.0,579,1.0,88.8,81.8,320,2.9,0.6,0.5,7.0,242,3.3,0.0,0.0,1.2,0.0,14.5,85.5,82.5,23.2,93.5,28180,6.5,42.543138,-73.3237182,Berkshire,640,17,0,0.0,281,5.0,0.0,0.0,2.65625,0.0,0.0,0.78125,43.90625,0.0,,,,,,,,,,
Hanover,4913,5.3,35.6,2.91,3.39,9527,1.2,2.3,22.6,15.4,9.7,30.8,17.9,96.5,48.7,14360,8.9,7.8,4.7,25.0,353,15.9,9.9,90.1,13587,1.6,93.5,91.0,7944,5.8,0.0,0.6,3.0,4913,6.3,0.0,0.0,0.5,0.0,26.0,74.0,70.7,16.7,96.9,28285,3.0999999999999943,42.1162217,-70.8476708,Plymouth,14379,1348,31,15.398958866219528,29989,1644.0,34.0,0.02068126520681265,9.374782669170317,0.0011337490413151489,0.215592183044718,11.433340287919883,208.56109604284026,34.0,59.19872017806218,42.74187939069347,82.07913110938712,91.85415050426687,34.14696160691584,52.06373421476397,53.51437699680511,84.66453674121406,40.78159240321402,55.697589481373264
Hanson,3907,1.4,33.5,2.75,3.25,7610,1.5,4.6,29.8,21.9,9.6,23.3,9.2,93.9,32.5,10777,11.4,2.3,9.7,27.8,498,22.3,5.8,94.2,10306,0.6,93.3,89.4,6383,3.9,0.0,0.9,3.3,3907,1.9,0.5,0.7,1.0,0.0,19.3,80.7,76.5,17.5,94.2,28495,5.799999999999997,42.0751892,-70.88001870000002,Plymouth,10764,887,18,11.944421610009966,18404,747.0,21.0,0.028112449799196786,8.240431066518022,0.0011410562921104108,0.16722408026755853,6.9397993311036785,170.97733184689707,21.0,53.029739776951665,38.13197026022305,86.4212432106216,100.0,29.341975173019886,44.41392947379985,46.981627296587924,88.71391076115486,35.640505840332075,48.894680953760016
Hardwick,1216,9.1,36.6,2.4,3.08,2197,1.1,6.3,31.4,18.6,11.4,16.0,15.3,92.6,31.3,2967,11.2,8.7,7.3,24.6,129,36.4,17.1,82.9,2883,1.1,89.4,78.7,1449,9.3,0.4,2.7,11.6,1216,8.1,0.0,0.0,1.5,0.7,20.1,79.9,75.6,20.2,96.6,28740,3.4000000000000057,42.3490548,-72.1986558,Worcester,3341,97,7,14.965240125751148,4072,155.0,7.0,0.04516129032258064,2.9033223585752768,0.001719056974459725,0.20951810835079318,4.639329542053278,121.87967674348998,7.0,31.38664270739742,22.042527702905062,63.58381502890174,73.21772639691714,14.397163120567377,23.68794326241135,24.8062015503876,26.356589147286826,20.425398811385673,28.2139505786675
Harvard,1864,9.1,35.1,2.89,3.16,4842,1.2,1.7,15.4,14.9,3.2,31.6,32.1,97.2,63.6,5529,8.6,1.2,5.9,28.8,721,53.7,5.4,94.6,6221,4.5,99.4,97.0,2920,13.3,0.0,0.9,3.4,1864,0.0,1.2,0.0,0.0,0.0,22.0,78.0,76.6,17.0,85.3,28950,14.700000000000003,42.5000919,-71.5828444,Worcester,6951,136,4,2.05506492134704,9929,430.0,2.0,0.004651162790697674,1.9565530139548266,0.00020143015409406788,0.05754567688102431,6.1861602647101135,142.8427564379226,2.0,51.827864133563615,34.8013816925734,98.86363636363636,100.0,24.431438127090303,43.09364548494983,23.93483709273183,52.00501253132832,34.768427919112845,50.01630789302022
Harwich,5433,4.6,53.5,2.2,2.71,9664,1.7,1.6,21.9,18.0,9.2,25.8,21.8,96.6,47.6,12037,12.9,4.4,8.8,22.7,731,48.4,11.2,88.8,11822,2.6,95.4,90.6,6056,7.3,0.2,4.3,6.3,5433,3.6,0.1,0.0,1.7,0.0,13.9,86.1,84.3,34.6,93.4,29020,6.599999999999994,41.6716498,-70.0622231,Barnstable,12588,751,21,11.915504696708402,20269,827.0,25.0,0.030229746070133012,5.9659993644741025,0.0012334106270659628,0.16682554814108674,6.569748967270417,161.01843025103273,25.0,68.90742947953913,52.75327771156139,83.6869723933379,92.81314168377823,36.22287247012924,56.13265057303097,32.36282194848824,50.055991041433366,51.509922346850736,65.75496117342536
Hatfield,1493,8.8,36.0,2.18,2.7,2515,0.4,2.9,27.2,14.4,13.0,26.3,15.8,96.8,42.1,3274,12.2,5.1,6.8,32.7,127,7.1,22.8,77.2,3210,0.9,83.3,82.0,1876,4.9,0.4,0.6,6.5,1493,7.1,0.0,0.0,3.7,0.8,16.3,83.7,81.5,22.1,96.8,29265,3.200000000000003,42.3732554,-72.5963431,Hampshire,3234,170,5,11.040798953838275,7842,396.0,6.0,0.015151515151515152,5.256648113790971,0.0007651109410864575,0.15460729746444032,12.244897959183673,242.48608534322818,6.0,65.73816155988858,48.2513153822346,79.4186046511628,89.53488372093024,36.94643610291016,57.106706031210464,0.0,0.0,45.725264169068204,60.26256804354787
Haverhill,24256,11.3,23.4,2.58,3.19,43435,3.6,5.6,30.7,20.1,10.2,20.2,9.5,90.8,29.8,62900,13.0,6.4,11.3,35.3,6812,41.1,20.5,79.5,59667,6.5,92.9,83.1,36395,2.9,0.1,3.2,12.5,24256,10.4,0.2,0.6,1.6,0.6,23.1,76.9,73.3,12.7,80.3,29405,19.700000000000003,42.7762015,-71.0772796,Essex,65938,8087,220,23.831660354857345,155844,6527.0,265.0,0.04060058219702773,12.264551548424278,0.0017004183670850338,0.33364675907670843,9.89869271133489,236.34929782522977,265.0,47.6021476021476,34.92583492583493,70.31945405993473,83.29542082880032,28.515128172975295,41.13716568439532,16.576594777514018,25.344714379514116,37.847416126122255,50.03866145452983
Hawley,136,11.8,50.0,2.49,2.84,285,1.1,8.1,26.7,15.4,7.7,25.6,15.4,90.9,41.1,370,16.8,1.8,10.0,41.1,20,60.0,60.0,40.0,351,4.0,83.1,74.3,176,12.7,3.5,2.4,14.6,136,2.2,0.0,2.2,0.0,0.0,15.1,84.9,80.5,25.7,94.9,29475,5.099999999999994,42.605083,-72.9132446,Franklin,284,4,4,25.125255152549094,133,6.0,1.0,0.16666666666666666,1.4084507042253522,0.007518796992481203,1.4084507042253522,2.112676056338028,46.83098591549296,1.0,,,,,,,,,,
Heath,262,15.6,53.4,2.85,3.04,504,2.8,1.8,28.6,27.8,10.7,14.3,14.1,95.4,28.4,744,15.9,1.6,11.7,35.7,2,0.0,0.0,100.0,690,0.0,85.1,63.4,347,7.7,0.0,0.9,15.9,262,1.5,0.8,0.8,0.8,0.0,25.1,74.9,72.3,27.7,97.9,29650,2.0999999999999943,42.673417,-72.8217618,Franklin,588,7,0,0.0,781,26.0,0.0,0.0,1.1904761904761905,0.0,0.0,4.421768707482993,132.82312925170066,0.0,35.21367521367522,14.700854700854702,21.67487684729064,44.33497536945813,10.99476439790576,30.36649214659686,0.0,0.0,24.06417112299465,34.93761140819964
Hingham,8873,1.7,38.0,2.63,3.22,16330,0.4,1.1,11.8,9.8,5.8,36.7,34.4,98.5,71.1,23401,7.9,1.3,5.2,23.7,1258,31.6,21.1,78.9,22139,1.1,91.5,89.2,11295,11.0,0.1,0.9,3.2,8873,5.6,0.3,1.0,0.7,0.0,26.1,73.9,72.2,20.7,96.1,30210,3.9000000000000057,42.2418172,-70.889759,Plymouth,24005,1944,43,12.794933459423065,66093,3214.0,49.0,0.015245799626633479,8.098312851489272,0.0007413795712102643,0.17912934805248906,13.388877317225578,275.3301395542595,49.0,64.0279976668611,45.65036246979418,71.97703035274814,80.18047579983593,36.68956274082761,58.53018372703412,59.80036297640653,93.28493647912886,43.00829784431664,59.68740396013522
Hinsdale,798,11.8,38.0,2.3,2.74,1429,0.0,7.6,34.7,16.0,7.9,19.8,14.0,92.4,33.8,1837,13.7,11.2,8.8,27.3,45,0.0,0.0,100.0,1761,0.4,92.6,84.3,1012,6.4,0.0,1.6,11.8,798,2.5,0.6,0.6,1.1,0.6,15.1,84.9,81.3,24.6,97.8,30315,2.200000000000003,42.4386967,-73.12537990000001,Berkshire,2126,71,4,6.717772119517815,3926,174.0,2.0,0.011494252873563218,3.339604891815616,0.0005094243504839531,0.18814675446848542,8.184383819379114,184.66603951081845,2.0,48.969246367015884,35.65393714092599,62.07865168539326,68.53932584269663,27.28081886960392,42.768135291499775,0.0,0.0,33.924226624956546,45.88112617309697
Holbrook,4174,6.7,34.7,2.64,3.27,7909,1.6,4.9,26.8,26.3,12.2,18.5,9.7,93.5,28.2,11022,14.3,7.4,11.1,32.8,1800,27.3,16.1,83.9,10739,6.3,90.6,85.2,5977,2.2,0.2,2.1,5.7,4174,5.1,0.0,0.0,0.9,0.0,18.0,82.0,76.6,17.6,75.4,30455,24.599999999999994,42.144846,-71.01411800000002,Norfolk,11334,1031,19,11.97324365079683,21427,957.0,23.0,0.024033437826541274,9.096523733898005,0.0010734120502170158,0.16763719781189343,8.443620963472737,189.05064407976002,23.0,52.98270384751147,37.6456053653371,74.18447694038245,87.00787401574803,30.84571907054637,46.65061754239062,40.40650406504065,59.59349593495935,34.01920438957476,46.696387745770465
Holden,7046,5.7,31.3,2.68,3.18,13297,1.0,1.8,16.2,14.4,9.0,30.3,27.4,97.3,57.7,18894,8.6,2.9,6.6,24.0,1148,26.7,9.9,90.1,18123,2.9,95.9,93.2,10748,4.1,0.3,1.6,4.2,7046,3.0,1.0,0.7,0.8,0.0,23.5,76.5,73.1,17.4,95.0,30560,5.0,42.3517585,-71.8634062,Worcester,18997,1443,35,13.159837031225594,45555,2031.0,37.0,0.018217626784835055,7.595936200452703,0.0008122050268905719,0.18423961678159712,10.691161762383535,239.80102121387588,37.0,62.77245445930294,44.672001684742554,87.52598752598753,97.26759726759727,35.438663851027066,55.34011646509247,41.91019244476122,68.496079828938,42.335891854737085,58.792530644976516
Holland,1006,8.5,31.3,2.61,2.96,1836,0.8,4.5,27.9,26.9,12.0,16.2,11.7,94.7,27.9,2630,11.2,3.8,9.4,26.7,27,18.5,0.0,100.0,2467,0.9,93.9,85.1,1482,4.6,0.0,2.2,5.0,1006,0.5,0.6,0.0,0.9,0.0,22.3,77.7,73.6,17.6,97.6,30665,2.4000000000000057,42.0639524,-72.1572885,Hampden,2565,134,8,22.275595288370436,3814,183.0,10.0,0.0546448087431694,5.224171539961014,0.0026219192448872575,0.31189083820662766,7.1345029239766085,148.69395711500974,10.0,41.60811865729899,28.64949258391881,71.33479212253829,79.64989059080962,19.382422802850357,33.34916864608076,100.0,100.0,18.711530570373412,28.149363972096843
Holliston,5270,3.0,27.1,2.78,3.11,10045,1.4,0.9,11.8,12.6,7.1,35.7,30.6,97.7,66.2,14698,7.6,4.2,5.4,23.1,1292,52.9,14.1,85.9,14044,1.8,94.3,92.3,8325,8.4,0.0,1.8,2.1,5270,3.5,0.0,0.0,0.6,0.2,25.4,74.6,71.9,14.4,90.8,30700,9.200000000000003,42.2000966,-71.42450490000002,Middlesex,13726,792,25,13.009587590693567,29568,1420.0,27.0,0.019014084507042252,5.770071397348098,0.0009131493506493506,0.18213609208800816,10.345330030598863,215.41599883432903,27.0,68.78734878297624,46.946509255210614,90.19365471775855,100.0,37.65382912793272,61.965471447543166,73.63420427553444,100.0,43.69288448019995,62.47754432554869
Holyoke,15278,8.7,26.6,2.55,3.22,26855,9.2,11.4,33.3,17.7,6.9,13.3,8.3,79.4,21.5,39269,17.2,7.5,16.2,39.9,2123,41.9,15.4,84.6,37496,16.5,85.6,73.6,17622,4.0,0.0,2.6,29.3,15278,22.0,0.3,0.9,1.3,1.4,23.8,76.2,72.7,14.2,87.5,30840,12.5,42.2042586,-72.61620090000002,Hampden,40638,5612,180,31.63796154964197,118076,6006.0,228.0,0.03796203796203796,13.809734731039914,0.0019309597208577527,0.4429351838181013,14.779270633397312,290.5556375805896,228.0,41.483942414174976,28.603420696443955,64.03708770329838,77.99057607539139,21.75828047921071,34.43152454780362,13.80012466237274,22.418450031165595,37.32014388489209,50.65347721822542
Hopedale,2181,6.6,31.4,2.69,3.23,4239,1.4,4.0,22.4,17.6,11.3,30.7,12.6,94.6,43.3,5891,13.1,4.6,10.7,34.3,146,7.5,7.5,92.5,5732,0.9,90.6,87.6,3163,7.6,0.0,4.5,4.0,2181,6.7,0.0,0.0,1.1,0.0,24.3,75.7,74.2,17.1,96.3,30945,3.700000000000003,42.1306357,-71.5412077,Worcester,5633,381,9,11.411350604079532,12079,484.0,11.0,0.022727272727272728,6.763713829220663,0.0009106714131964567,0.15977276761938575,8.592224391975858,214.4328066749512,11.0,62.55772646536412,41.793960923623445,82.83261802575107,96.24463519313305,33.652618135376756,55.87484035759898,19.17808219178082,79.45205479452055,40.21800413456118,59.01146401052434
Hopkinton,6304,1.8,26.5,2.78,3.11,12151,1.5,1.7,11.4,8.3,5.2,37.3,34.6,96.8,71.9,17560,6.9,2.0,4.7,25.6,2197,43.4,22.3,77.7,16567,3.2,96.4,92.9,9523,9.9,0.0,1.1,3.6,6304,1.4,0.0,0.9,0.8,0.0,26.5,73.5,71.3,14.1,84.0,31085,16.0,42.2286954,-71.5225646,Middlesex,16381,918,48,20.929275097739186,37985,2050.0,52.0,0.025365853658536587,5.604053476588731,0.0013689614321442676,0.2930224040046395,12.514498504364813,231.88450033575486,52.0,70.1508028573173,43.57408877220831,96.56673114119923,100.0,35.916427922577036,64.87317448116833,79.60872836719338,100.0,38.29673272629888,57.5923942153187
Hubbardston,1697,6.7,35.8,2.77,3.2,3335,1.0,2.1,27.7,24.3,13.3,20.3,11.3,96.9,31.6,4708,9.3,4.5,7.7,19.6,333,51.4,35.4,64.6,4481,1.1,94.4,92.2,2775,7.4,0.0,1.3,6.2,1697,3.4,0.0,0.0,0.5,0.0,19.0,81.0,76.7,18.6,93.3,31435,6.700000000000003,42.4737009,-72.0061877,Worcester,4679,178,11,16.78964867964424,7148,320.0,12.0,0.0375,3.8042316734344945,0.0016787912702853946,0.23509296858303055,6.839068176960889,152.76768540286386,12.0,49.09129784049605,35.15073765234125,82.68733850129199,94.18604651162791,25.723802203433255,40.148603638227,0.0,27.2108843537415,33.79875886524823,46.09929078014184
Hudson,7877,6.4,34.5,2.52,3.04,14562,4.2,4.0,25.3,14.7,7.5,26.6,17.8,91.8,44.4,19878,11.7,2.9,8.8,31.2,2996,48.0,15.8,84.2,18973,9.3,91.3,88.1,11717,6.3,0.1,3.6,4.8,7877,3.5,0.0,0.2,1.8,1.0,19.4,80.6,77.3,17.8,94.1,31540,5.900000000000006,42.391736,-71.566139,Middlesex,21060,1617,35,11.870639090804717,39099,1693.0,43.0,0.025398700531600708,7.678062678062678,0.0010997723726949538,0.16619183285849953,8.038936372269706,185.65527065527064,43.0,57.93522651723811,38.10903219678982,74.73656480505795,88.22444678609062,30.054454871973117,51.27447572703046,38.59416445623342,73.25375773651636,35.541881067317384,52.23065089385178
Hull,4765,8.4,40.0,2.19,2.97,8428,1.0,2.9,24.1,16.9,9.3,26.6,19.2,96.2,45.8,10455,12.5,7.2,9.2,24.0,468,20.7,2.1,97.9,10162,0.8,91.4,88.4,6374,7.5,0.8,1.9,4.8,4765,5.0,0.0,0.0,0.5,0.0,13.0,87.0,83.4,24.0,96.1,31645,3.9000000000000057,42.3020647,-70.90783459999999,Plymouth,9795,566,5,3.6460643286059273,16360,675.0,5.0,0.007407407407407408,5.7784583971413985,0.0003056234718826406,0.05104645227156713,6.891271056661561,167.02399183256765,5.0,63.62708056775248,47.08465230266517,86.6286716352477,98.02718106093819,35.07720979765708,53.18157614483493,37.68844221105528,52.596314907872696,46.514686540990795,62.43971942130645
Huntington,921,11.4,31.3,2.23,2.78,1585,1.5,6.4,30.7,19.1,13.5,22.2,6.6,92.1,28.8,2051,13.0,1.8,10.1,33.4,47,12.8,0.0,100.0,1949,1.0,96.0,88.8,1168,4.8,0.0,1.0,8.9,921,4.7,0.8,0.0,3.8,0.0,16.0,84.0,82.7,18.0,96.0,31785,4.0,42.2335218,-72.8796017,Hampshire,2200,97,4,6.493389336117007,3802,186.0,2.0,0.010752688172043012,4.409090909090909,0.0005260389268805891,0.18181818181818182,8.454545454545455,172.8181818181818,2.0,48.83932635411926,34.22849340009103,74.33155080213903,90.37433155080214,26.001097092704335,40.318156884256716,0.0,0.0,32.02863961813843,46.15751789976134
Ipswich,5761,3.1,38.7,2.4,3.03,10073,0.8,1.6,19.8,13.9,9.7,30.1,24.0,97.6,54.1,13915,9.2,3.7,5.3,24.3,913,43.7,23.8,76.2,13435,2.6,90.6,85.6,7677,6.6,0.3,1.3,7.6,5761,6.4,0.0,0.5,1.4,0.0,20.6,79.4,76.7,22.4,94.4,32310,5.599999999999994,42.6791832,-70.8411558,Essex,13408,780,34,18.11284801992607,28326,1460.0,36.0,0.024657534246575342,5.817422434367542,0.0012709171785638637,0.2535799522673031,10.889021479713604,211.26193317422434,36.0,65.76159928390273,50.305833209010885,85.94414086217364,92.22829386763813,38.69659810126582,57.14003164556962,32.91139240506329,52.742616033755276,50.1269438273564,64.66994604887337
Kingston,4949,7.8,33.4,2.69,3.11,9331,1.1,2.8,27.7,15.2,9.7,30.2,13.3,96.1,43.5,13421,11.2,3.2,9.2,27.6,307,24.1,6.8,93.2,12829,1.1,94.4,92.1,7360,6.5,0.4,0.9,6.6,4949,2.0,0.0,1.3,0.0,0.0,23.0,77.0,73.2,19.2,96.8,33220,3.200000000000003,41.99327520000001,-70.72847850000002,Plymouth,13670,1099,27,14.107619045040549,29827,1205.0,29.0,0.024066390041493777,8.039502560351133,0.0009722734435243236,0.19751280175566935,8.814923189465985,218.1931236283833,29.0,56.36523266022827,39.537606087211,69.63829009864816,83.66824990865912,32.000731863507454,49.52886286707529,46.34551495016611,80.06644518272425,37.51829315258415,52.43780328121389
Lakeville,4083,6.6,28.7,2.76,3.16,8159,1.7,3.0,26.5,17.9,11.7,24.3,14.9,95.3,39.2,11275,12.1,5.6,11.1,25.6,465,12.3,6.0,94.0,10682,1.2,95.5,92.1,6458,3.8,0.4,2.0,3.7,4083,2.1,0.0,0.4,0.4,0.0,21.0,79.0,75.8,15.7,94.5,33920,5.5,41.8459169,-70.9495226,Plymouth,11367,999,26,16.336632542564836,21062,989.0,32.0,0.032355915065722954,8.788598574821853,0.0015193239008641155,0.22873229524060876,8.700624615113925,185.2907539368347,32.0,50.99868015838099,36.489221293444785,77.8005115089514,87.21227621483376,27.906482465462272,43.4750265674814,43.45679012345679,65.4320987654321,33.69346273576268,46.84123786852225
